Date,YoY,InfChange
1995-08-31,3.23814109,-0.04393567341649596
1995-09-30,3.351697522,0.03506840154392399
1995-10-31,3.46411606,0.03354077665484523
1995-11-30,3.37996065,-0.024293473007945265
1995-12-31,3.379829487,-3.880607308259787e-05
1996-01-31,3.277075064,-0.0304022505854894
1996-02-29,3.259936249,-0.00522991224347491
1996-03-31,3.134500987,-0.03847782668709476
1996-04-30,3.004778103,-0.04138549789520296
1996-05-31,3.047772222,0.014308583704425226
1996-06-30,3.051784638,0.0013165078318637669
1996-07-31,3.087421545,0.011677399039322411
1996-08-31,3.083473301,-0.0012788159771683905
1996-09-30,3.063090207,-0.006610433109114244
1996-10-31,2.943741816,-0.03896339413291072
1996-11-30,2.980390413,0.012449664165792296
1996-12-31,3.05642197,0.025510603130503462
1997-01-31,2.91241515,-0.047116144764526746
1997-02-28,2.802464903,-0.03775225760654344
1997-03-31,2.854608076,0.018606182344756972
1997-04-30,2.910920374,0.019726805397015212
1997-05-31,2.870203143,-0.01398775155915688
1997-06-30,2.828445596,-0.014548638169336714
1997-07-31,2.752239262,-0.02694283181821544
1997-08-31,2.653670773,-0.035813924450874945
1997-09-30,2.544804261,-0.04102487509289843
1997-10-31,2.618900715,0.02911675964063476
1997-11-30,2.548580799,-0.026850928558397213
1997-12-31,2.621535622,0.028625666107437553
1998-01-31,2.673178027,0.019699295545181794
1998-02-28,2.691552555,0.006873664160939041
1998-03-31,2.672304266,-0.007151370298990933
1998-04-30,2.640497846,-0.011902244966890962
1998-05-31,2.611332031,-0.011045574244335277
1998-06-30,2.600204475,-0.00426125665671806
1998-07-31,2.603335947,0.0012043175950615659
1998-08-31,2.633982138,0.01177189253477473
1998-09-30,2.594217982,-0.01509659288357712
1998-10-31,2.535056337,-0.02280519424755112
1998-11-30,2.523581703,-0.004526382247417415
1998-12-31,2.437823,-0.033982931045209
1999-01-31,2.383116,-0.022440923725799644
1999-02-28,2.316234,-0.028064936830603182
1999-03-31,2.237507,-0.033989225613647034
1999-04-30,2.226592,-0.004878197029104192
1999-05-31,2.153318,-0.032908588551472384
