Date,Close_AAPL,Volume_AAPL,Open_AAPL,High_AAPL,Low_AAPL,Return_AAPL,Close_MSFT,Volume_MSFT,Open_MSFT,High_MSFT,Low_MSFT,Return_MSFT,YoY,InfChange
2018-12-31,6.963206662143899e+30,7.273734429068812e+156,7.760293453226508e+30,9.832988382241993e+30,5.29709781653102e+30,-0.11668533034714479,2.6665083013142512e+38,5.87908638163077e+145,2.9794348368145562e+38,3.916301186353088e+38,1.9061072110527798e+38,-0.08404725403553093,2.456173,-0.00817511421738959
2019-01-31,3.4167851744821923e+33,3.2925502853283123e+171,3.172976078799074e+33,4.0913099048652584e+33,2.543843891257434e+33,0.05502028397565972,2.846481620663551e+42,7.245278662540738e+157,2.74404398476884e+42,3.370701320592345e+42,2.206536946574671e+42,0.0281579206458602,2.375054,-0.033026582410929595
2019-02-28,1.6311244076482032e+31,5.40813207788389e+151,1.5725476679069113e+31,1.847380653637589e+31,1.4326436645774883e+31,0.04037490987743331,5.048057723023049e+38,1.9334685563987016e+140,4.6928906761260325e+38,5.530884846902219e+38,4.215168113307014e+38,0.07277602221583801,2.375943,0.0003743072789081925
2019-03-31,1.186209939914566e+35,3.649622923235301e+169,1.1747622903315819e+35,1.4201908212352578e+35,9.601709759385326e+34,0.09702009702009717,2.298491156515029e+43,7.495623217136155e+155,2.2477520018995493e+43,2.6400157123637405e+43,1.900416963898382e+43,0.05275372668035372,2.356946,-0.00799556218309938
2019-04-30,7.590906037476847e+35,2.0054606819275168e+167,7.094698279393215e+35,8.459492231923731e+35,6.243079158866076e+35,0.056432933249105366,8.757536435676009e+43,9.786214552673826e+152,8.480119981036166e+43,9.43328867449335e+43,7.561803184109515e+43,0.10734271663557737,2.392773,0.01520060281398039
2019-05-31,1.354888935751557e+37,2.832569911953031e+178,1.3062821926805404e+37,1.7131319296362978e+37,1.0737605031232856e+37,-0.1275662746661348,2.0373397034857656e+46,2.759880370748236e+162,1.9826032027192683e+46,2.440079298670301e+46,1.6847651350632036e+46,-0.05298621745788645,2.360903,-0.013319274331497377
2019-06-30,6.936962688791087e+33,8.169104949068047e+159,6.711838160663696e+33,8.343581892881619e+33,5.784893432170166e+33,0.1304546493031744,2.9616309664167094e+42,5.890940259023318e+147,2.9818703388025934e+42,3.4946376471082374e+42,2.4870605574466154e+42,0.08311772315653321,2.392597,0.013424524429847429
2019-07-31,6.41324710926885e+37,6.355155877237921e+173,6.293021465800276e+37,7.497344234057742e+37,5.586378209339843e+37,0.07639450282942573,1.421217390292017e+47,1.1950843238914382e+161,1.467953090533658e+47,1.6443379476777645e+47,1.217394158672004e+47,0.017243953418930813,2.475923,0.034826592192500394
2019-08-31,6.216954712644816e+37,3.5984544217898983e+177,6.41411897497192e+37,8.193867531156135e+37,4.97521543221338e+37,-0.020090123920390446,1.079300254521354e+47,9.917798587662336e+162,1.101794589060481e+47,1.314749291751168e+47,8.508094118309956e+46,0.011668012034930175,2.630398,0.062390874029604415
2019-09-30,7.654127148680176e+34,2.1718421103480148e+160,7.47390081006983e+34,8.737105468439304e+34,6.356164282769898e+34,0.07281088331097973,7.363269001790893e+42,1.990773192996085e+147,7.623080322100547e+42,8.462108108761724e+42,6.25924315653276e+42,0.008486870738430019,2.622934,-0.002837593398413496
2019-10-31,7.264870100377526e+40,2.855453707913415e+184,7.022339638998609e+40,8.545118488473356e+40,5.798343700218104e+40,0.11073405965350935,2.3740919526869086e+49,4.4833160238637534e+169,2.4923839855572174e+49,2.8726914459053937e+49,2.033829884587567e+49,0.031216284255196847,2.747596,0.047527692271326805
2019-11-30,2.9697863605484543e+36,6.339984068295312e+158,2.7887468789598715e+36,3.186330770232205e+36,2.5003380921990027e+36,0.07428847081524292,2.935761460821101e+43,4.311738055391192e+145,2.8416104384761974e+43,3.1215517588916124e+43,2.586331867419731e+43,0.055869428750785044,2.772021,0.00888958929915451
2019-12-31,5.736017394783046e+38,4.4349341406195114e+168,5.272855518178198e+38,6.3479778995443735e+38,4.700041928972257e+38,0.09878760664571162,1.0129358648822082e+46,2.8737033427001098e+153,9.857365368269499e+45,1.0971492525399426e+46,8.819432260291826e+45,0.04174924032236804,2.752609,-0.007002832951121252
2020-01-31,6.998214727950035e+39,7.545169408703446e+170,6.64592940337828e+39,8.204764947400327e+39,5.689353816063901e+39,0.054079825636834,3.6701053125603153e+46,4.383560469903833e+155,3.6514141589264733e+46,4.1551677569860406e+46,3.1055530482855516e+46,0.07945466074825625,2.790484,0.01375967309559778
2020-02-29,1.0554526721162738e+36,8.145175025848303e+154,9.924481274423499e+35,1.352307585369726e+36,7.947570846742408e+35,-0.11682605324373241,6.719019490866638e+42,1.0418160834606275e+145,6.575537439771686e+42,8.9209038226576e+42,4.918631089092258e+42,-0.048287610879398035,2.800101,0.0034463555426227366
2020-03-31,1.2160378195340128e+40,5.671867181116209e+185,1.098574825447253e+40,2.2255444957751847e+40,6.459566694551766e+39,-0.0697980684811238,1.183151858138256e+48,7.566468345312138e+172,1.0994363453028055e+48,2.43960917646118e+48,5.7691405757252906e+47,-0.02654157150793157,2.606553,-0.06912179239248883
2020-04-30,4.1182218412018e+38,6.917213347388707e+171,3.94934397138141e+38,5.343858723066252e+38,2.9582033808688364e+38,0.15541922290388532,6.78772906141987e+46,7.606182652453458e+160,6.918209147509556e+46,9.024683149890414e+46,4.861906969400233e+46,0.1363261682835586,2.179323,-0.1639061242951898
2020-05-31,7.827633872316263e+37,4.9287092067003495e+162,7.277535834616729e+37,9.630630492609155e+37,6.196596977156006e+37,0.08223281143635042,1.8381057308951645e+45,3.9029819913626546e+150,1.8213545695514856e+45,2.2991309649150203e+45,1.462028049820537e+45,0.022543384855755022,2.01414,-0.07579555669352378
2020-06-30,5.138565044840239e+42,1.631746012819903e+179,4.732247977412941e+42,6.397400918955301e+42,3.70356794788588e+42,0.1473141275632157,2.0499200505808113e+50,4.148768294160128e+165,1.8836159855129565e+50,2.559013226498401e+50,1.4832588733641642e+50,0.11055934515688959,1.993544,-0.01022570427080538
2020-07-31,4.583107405658131e+43,2.3398913084763443e+178,4.442524609586696e+43,5.785860880603013e+43,3.4168571573848835e+43,0.16513157894736863,9.986141866663508e+50,4.2505855918560954e+165,1.001446435938135e+51,1.2675863621784009e+51,7.392670802172476e+50,0.007370645177141588,2.281283,0.14433541471871214
2020-08-31,3.3062143605710137e+43,3.7168767588615195e+173,3.1096320840440855e+43,4.1347014931932516e+43,2.423294421177064e+43,0.21437982307547498,9.823721799632228e+48,1.830437665165658e+157,9.284105747087498e+48,1.1840577519879583e+49,7.630729746896582e+48,0.1000926784059315,2.213149,-0.029866526862296405
2020-09-30,2.2311634132996243e+43,1.9314183252945937e+173,2.6174513948176973e+43,3.734598883647822e+43,1.404148178897964e+43,-0.1025263484190948,5.6487443710652865e+48,2.900859537837443e+158,6.05959611612267e+48,8.128622895633566e+48,4.1286727010141425e+48,-0.0673967986520645,1.980283,-0.10521930516201128
2020-10-31,3.387025692112947e+45,1.3626906346795724e+178,3.572716365720123e+45,4.7926203140662495e+45,2.5568541901020618e+45,-0.06001208876608277,1.822147715981021e+51,5.903770893016827e+163,1.8536195739062337e+51,2.3598937778092333e+51,1.4506873033099813e+51,-0.03736984738268445,1.747303,-0.11764985105664194
2020-11-30,2.642243911478446e+41,1.3291810386677392e+160,2.6074361851817066e+41,3.332772430570918e+41,2.0738423937242412e+41,0.09360646702186215,4.4889995798190244e+46,6.457830487718145e+148,4.51731488314437e+46,5.560574000669682e+46,3.626541574499066e+46,0.05729243838593412,1.697582,-0.028455854536963643
2020-12-31,2.365820686048763e+46,1.303359697172945e+176,2.302273065606265e+46,2.954957725828743e+46,1.8042759287909028e+46,0.11457370852582938,3.064047606074239e+51,8.566458003656577e+162,2.956237314609645e+51,3.583030910722812e+51,2.515403427432063e+51,0.039005932638856766,1.600671,-0.05708766940271515
2021-01-31,2.575924919598012e+40,1.4916855329884248e+153,2.596831921129587e+40,3.4273943665151195e+40,1.9255805519860955e+40,-0.005501544954405246,4.091869454240217e+44,5.146272879973361e+142,4.073966611657824e+44,5.087183190923988e+44,3.3195106397449234e+44,0.04289182627461541,1.400569,-0.1250113233762591
2021-02-28,2.0782186514008713e+40,2.3421010277656963e+151,2.232983317089625e+40,2.5971955043763673e+40,1.644404327911088e+40,-0.08108517732646225,1.815566392170176e+45,3.487183179467218e+140,1.751852841761371e+45,2.1099790404339e+45,1.474272519205048e+45,0.0018106570098290753,1.405123,0.003251535625877766
2021-03-31,1.1363850164611767e+48,1.4503819642743832e+185,1.1841186685031235e+48,1.5313077677100558e+48,8.629846735224914e+47,0.007339600857661388,3.309143930017026e+54,1.752641332909848e+172,3.3604836567154504e+54,4.274518643949727e+54,2.6738763316487166e+54,0.014588174541699583,1.592366,0.13325737319793363
2021-04-30,3.847887812379833e+44,7.54735723266152e+166,3.756309332528595e+44,4.5710076349924915e+44,3.103760293640906e+44,0.0762177650429805,3.90731609643968e+50,6.979665007119083e+155,3.62826982672778e+50,4.3848325630718524e+50,3.2173945492841436e+50,0.0696017305000638,2.209393,0.38749068995444524
2021-05-31,1.3436324598530297e+42,2.6607366404898663e+158,1.3961849978591773e+42,1.6636605395685824e+42,1.1554305357069248e+42,-0.05210710482275949,7.979967312744617e+47,4.790367816670677e+147,8.167824425956401e+47,9.436579066043418e+47,6.976182020982439e+47,-0.00991355381076997,2.562825,0.15996791879036465
2021-06-30,3.737556285499166e+46,6.853585314472299e+172,3.4583545308958284e+46,4.201330343273824e+46,3.0560103531099283e+46,0.09910922076879847,1.3372372777317373e+53,7.208980694712178e+161,1.261152096446739e+53,1.498581790555147e+53,1.1145486389093732e+53,0.08498878564562573,2.558145,-0.0018261098592373681
2021-07-31,2.8730273069364726e+45,8.443070019878246e+166,2.6426000969876713e+45,3.366288191953074e+45,2.2781910969683713e+45,0.06498247663551449,2.9531487608455725e+51,1.4453925255817608e+155,2.8469046803317064e+51,3.3052639183011686e+51,2.4480231776976115e+51,0.05171650055370969,2.323597,-0.0916867495783078
