Date,Close_AAPL,Volume_AAPL,Open_AAPL,High_AAPL,Low_AAPL,Return_AAPL,Close_MSFT,Volume_MSFT,Open_MSFT,High_MSFT,Low_MSFT,Return_MSFT,YoY,InfChange
2014-05-31,2.3366923829118318e+24,3.894414727498849e+151,2.2331138236934885e+24,2.5766023097679576e+24,2.0494425614604765e+24,-0.05434298440979979,1.0501661233266062e+29,2.657491148096439e+133,1.016408698085845e+29,1.1359740207527519e+29,8.893383425208156e+28,-0.04241235596960036,-0.8186244509694491,-0.044151684561797966
2014-06-30,9.407035446008064e+28,8.125767814586955e+174,9.454776010171551e+28,1.0915675359554756e+29,8.060532464422802e+28,-0.039777587681779525,1.4645929600482897e+34,1.3044595905218022e+155,1.4111258086879079e+34,1.605780165646263e+34,1.2186623332230168e+34,-0.025794124671602803,-0.8129759160596833,-0.006900032002558176
2014-07-31,5.224539404643568e+30,3.7151642691116704e+181,5.345839008439924e+30,6.208884578607419e+30,4.3867327736574567e+30,-0.027049521431544155,1.579543335485573e+36,4.633128028304112e+164,1.596937177668867e+36,1.8513308124109985e+36,1.331778101840339e+36,-0.023098460102660257,-0.8294709307031234,0.02028967195410636
2014-08-31,3.743070377452258e+29,9.040063917742892e+172,3.530290813918106e+29,4.105253732737651e+29,3.185771202514129e+29,-0.06968641114982588,5.861657341120267e+34,7.047991249984337e+154,5.653198457332127e+34,6.407299202506955e+34,5.017665429850546e+34,-0.04945664227101321,-0.8812170973478818,0.062384545050776286
2014-09-30,5.7843806812289175e+29,1.086899067218471e+177,5.852719303785106e+29,7.285011671312874e+29,4.743800871522141e+29,0.041532258064516325,1.5589708426272958e+35,3.181086801244522e+158,1.451484590816693e+35,1.7214520445598515e+35,1.2976984873818905e+35,-0.01764705882352935,-0.8845034703813356,0.0037293568671608046
2014-10-31,5.0376397640157015e+32,1.3891910367779276e+192,4.96806478372131e+32,6.0386926157173276e+32,4.1414967175045415e+32,-0.0932358318098725,1.9158492200504447e+38,5.254594053547246e+173,1.9006324890561006e+38,2.3747756770774807e+38,1.509772189387627e+38,-0.03246205733558172,-0.8654497875504387,-0.021541671083192382
2014-11-30,7.459696491283721e+27,1.5923484928026925e+156,7.018453089974547e+27,8.326424938618699e+27,6.316470958670447e+27,-0.04935696906499798,1.5165605539588763e+32,1.3948749677163343e+141,1.4855143363004325e+32,1.696281330212942e+32,1.2986122518900331e+32,-0.02426984779925967,-0.8663101062963955,0.0009940712428757603
2014-12-31,1.6034451380176653e+32,4.571109131462732e+181,1.698859516494184e+32,2.150089330316725e+32,1.3000815421453722e+32,0.05268935236004402,1.211223750255693e+37,1.8216214879613287e+163,1.2556905455349293e+37,1.5288625902920578e+37,1.0342545115072259e+37,0.039777587681778526,-0.8803965256251624,0.0162602504881173
2015-01-31,1.387168949802504e+29,7.519914524980817e+167,1.5209709527986247e+29,1.8338271210398223e+29,1.1022912533183371e+29,-0.07855697909642623,2.2002960673695995e+33,8.757551310650075e+151,2.3301117022999826e+33,2.802601453399826e+33,1.78735988638542e+33,0.13275193798449658,-0.8747728790383582,-0.006387629236508929
2015-02-28,4.8312264218166345e+28,8.640823449039976e+158,4.549426362558553e+28,5.3590646302472955e+28,3.92732004385118e+28,-0.08088007437248212,1.731642120880905e+31,9.359216796982146e+142,1.6713323039288793e+31,1.8835378075614195e+31,1.4497903107281978e+31,-0.05925250683682759,-0.87620228600487,0.0016340321022334514
